Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Avg. seconds,Avg. minutes
Adoption Center - Dogs | Animal Care & Control,1606,1041,0:00:50,83,61.45,36.18,50,0.83
San Francisco Port Department : JRH Public Open Space,1606,726,0:00:38,271,4.43,21.67,38,0.63
City and County of San Francisco : North Light Court - 2 of 6,1603,1271,0:00:06,6,50,2.43,6,0.1
City and County of San Francisco : How to Comply with the Equal Benefits Ordinance,1600,1374,0:03:01,909,53.69,50.19,181,3.02
San Francisco,1600,1167,0:00:56,744,36.56,35.56,56,0.93
San Francisco Police Department : Restraining Order Information,1599,1484,0:02:37,1223,88.06,77.36,157,2.62
Film & Photo Productions | Treasure Island Development Authority,1595,1329,0:01:49,483,73.35,48.78,109,1.82
Mayor's Office of Housing : BMR Downpayment Assistance Loan Program (BMR DALP) Overview,1595,1404,0:02:49,529,82.61,45.96,169,2.82
San Francisco Public Works : Debris Box Permit,1594,744,0:01:20,523,17.4,31.62,80,1.33
Treasure Island Chapel | Treasure Island Development Authority,1594,1271,0:01:46,956,64.44,54.71,106,1.77
Fair Chance Ordinance | Human Rights Commission,1592,1168,0:02:22,872,69.94,63.07,142,2.37
Opening a Case | Department of Child Support Services,1592,1077,0:01:13,114,51.75,23.24,73,1.22
Legal Information | Welcome,1590,1273,0:01:05,79,37.5,25.97,65,1.08
Mayor's Office of Housing and Community Development : Community Development Home,1589,1312,0:01:39,972,64.4,52.67,99,1.65
City and County of San Francisco : Rotunda & Grand Staircase - 9 of 15,1586,1351,0:00:08,7,57.14,3.47,8,0.13
"Office of the Mayor : Our Children, Our Families Council",1586,1434,0:03:15,1394,87.3,85.31,195,3.25
Forms - Marriage License | Office of the County Clerk,1582,972,0:02:20,43,19.57,26.23,140,2.33
San Francisco Port Department : Waterfront Design and Access Element,1582,578,0:00:47,167,5.39,12.96,47,0.78
"San Francisco Rent Board : Costa Hawkins Amendments to Rent Ordinance Become Law July 2, 2000 - 7/2/00",1582,1422,0:05:16,985,77.06,63.4,316,5.27
City and County of San Francisco : Commission of Animal Control and Welfare,1580,1234,0:01:08,693,33.48,26.01,68,1.13
Office of Economic and Workforce Development : Employment,1580,1332,0:01:32,246,91.87,53.04,92,1.53
"City and County of San Francisco : Advisory Board, Commission, Task Force",1576,1248,0:00:26,83,74.7,14.47,26,0.43
Informational Bulletin #2007-1 | Department of Building Inspection,1573,1375,0:00:48,178,51.98,17.93,48,0.8
Documents and Resources | Rent Board,1572,1274,0:00:49,198,32.66,15.59,49,0.82
SFERS : Schedule an Appointment Online,1570,1315,0:00:14,597,77.22,31.66,14,0.23
About Us | Fire Department,1569,1079,0:00:58,268,44.78,21.54,58,0.97
City and County of San Francisco : Staff Bios,1569,850,0:00:32,116,80.17,18.04,32,0.53
Mayor's Office of Housing : American Dream Downpayment Assistance Initiative (ADDI),1569,1413,0:02:21,1211,88.11,77.18,141,2.35
San Francisco Port Department : 2772 Pier 49 (J1) Under Pier Sewer Piping Replacement Project,1569,691,0:00:25,415,2.17,14.4,25,0.42
Rule 114 Appointments | Civil Service Commission,1568,1341,0:04:13,224,76.79,45.09,253,4.22
City and County of San Francisco : North Light Court - 1 of 6,1564,1150,0:00:06,9,22.22,2.43,6,0.1
San Francisco Rent Board : Topic No. 328: 1.21 Tenant In Occupancy Petitions,1563,1409,0:03:36,822,70.19,55.09,216,3.6
Fire Commission Home | Fire Department,1562,969,0:00:34,581,11.88,11.08,34,0.57
San Francisco Law Library : Guide to Forms in the Law Practice Management Collection,1560,921,0:01:32,863,61.88,55.77,92,1.53
Domestic Violence and the Workplace | Department on the Status of Women,1559,1151,0:02:03,926,56.5,64.08,123,2.05
San Francisco Rent Board : PART 1 - DEFINITIONS,1555,1376,0:02:40,327,77.06,40.13,160,2.67
Board of Supervisors : 2014,1553,785,0:00:52,141,54.61,16.68,52,0.87
City and County of San Francisco : Redistricting Final Maps,1551,1136,0:01:41,1091,69.39,68.73,101,1.68
San Francisco Department of Human Resources : Q-80 Police Captain,1551,1336,0:01:17,427,80.8,40.1,77,1.28
Board of Supervisors : Press Releases,1550,990,0:01:04,169,81.66,27.87,64,1.07
Management Information Services | Department of Building Inspection,1546,1296,0:00:35,35,41.18,14.29,35,0.58
San Francisco : Public Notices and Appointments,1544,1225,0:01:54,956,69.35,59.59,114,1.9
San Francisco Fire Department : More Preparedness Information,1543,1030,0:01:35,275,72,35.97,95,1.58
Board of Supervisors : Government Audit & Oversight Committee,1542,1124,0:00:42,409,41.81,20.75,42,0.7
San Francisco 311 : Reports,1541,1355,0:01:33,242,77.69,36.15,93,1.55
Parking Tax Notice | Treasurer & Tax Collector,1539,1253,0:03:47,1029,67.93,59.32,227,3.78
COSW Meeting Information | Department on the Status of Women,1538,980,0:00:19,30,46.67,12.87,19,0.32
San Francisco Public Works : Vault (Transformer) Permit,1538,746,0:00:49,649,12.79,44.41,49,0.82
San Francisco Department of Human Resources : San Francisco State University College of Extended Learning,1536,1103,0:02:44,135,63.7,32.03,164,2.73
Mayor's Office of Housing : Mortgage Credit Certificate Program (MCC),1534,1419,0:03:13,827,80.41,61.15,193,3.22
Office of Financial Empowerment | Treasurer & Tax Collector,1534,1217,0:00:37,114,54.39,16.56,37,0.62
San Francisco 311 : Renters/Tenants,1533,1031,0:00:33,160,56.25,14.35,33,0.55
LGBT ADVISORY COMMITTEE (LGBTAC) | Human Rights Commission,1530,1243,0:02:15,740,70.08,53.59,135,2.25
City and County of San Francisco : Risk Management,1529,987,0:00:37,683,28.26,24.59,37,0.62
Office of the Mayor : Contact MONS,1528,1212,0:01:27,524,66.6,48.36,87,1.45
San Francisco : Recreation & Learning,1526,1337,0:02:02,806,39.45,41.48,122,2.03
City and County of San Francisco : Market Rules,1525,1146,0:00:20,28,39.29,11.87,20,0.33
Mayor's Office of Housing and Community Development : Community Development Forms and Documents,1524,1312,0:01:50,507,87.97,55.12,110,1.83
San Francisco Rent Board : Topic No. 262: Resolving Problems With Your Landlord or Tenant,1524,1428,0:01:11,143,88.11,22.31,71,1.18
Mayor's Office of Housing : Contact Us,1523,1258,0:01:40,387,88.37,45.96,100,1.67
Access Line Tax (ALT) Information | Treasurer & Tax Collector,1522,817,0:01:24,361,30.19,26.61,84,1.4
San Francisco Public Works : Unwanted Handbills and Newspapers,1517,766,0:00:48,596,21.31,42.06,48,0.8
San Francisco Law Library : Classes & Programs,1516,1310,0:02:32,867,92.39,68.21,152,2.53
San Francisco Rent Board : Topic No. 330: Bond Measure Passthroughs,1513,1278,0:03:08,774,60.59,45.54,188,3.13
City and County of San Francisco : 2014,1511,759,0:00:29,109,35.78,8.27,29,0.48
Controller : Office of Public Finance Home,1511,1199,0:00:48,637,54,34.28,48,0.8
"Mayor's Office of Housing : BMR Resale: 776 Tehama Street, Unit 9",1511,1241,0:01:07,266,88.72,25.68,67,1.12
Office of the City Attorney : Filing a Claim,1511,1274,0:04:12,1136,82.92,76.44,252,4.2
San Francisco Port Department : Pier 70 Area - Building Data,1511,363,0:00:37,165,3.03,10.52,37,0.62
City and County of San Francisco : Fourth Floor - 6 of 9,1510,1208,0:00:06,5,80,2.65,6,0.1
Office of the Mayor : FAQ,1509,1315,0:01:01,208,62.02,33.93,61,1.02
San Francisco Ethics Commission: Training,1509,941,0:01:07,168,36.31,18.89,67,1.12
San Francisco Fire Department : Report a Fire Safety Concern,1508,1317,0:01:17,647,91.34,61.94,77,1.28
San Francisco Public Works : Sidewalk Landscaping Application and Approval Process,1508,806,0:01:00,648,24.38,42.71,60,1
About Us | Adult Probation Department,1506,1003,0:00:35,35,38.89,11.55,35,0.58
For Your Information - Page Not Found | Human Rights Commission,1506,980,0:00:45,555,56.04,33.2,45,0.75
City and County of San Francisco : About CCC,1505,1231,0:01:17,634,93.69,53.49,77,1.28
San Francisco Fire Department : Your Safety,1505,1248,0:01:22,730,87.4,55.02,82,1.37
Graffiti Public Data,1504,1278,0:02:01,377,81.43,61.57,121,2.02
San Francisco Public Works : Graffiti Abatement Resources,1502,798,0:00:19,749,22.7,49,19,0.32
SFERS : Staff,1502,1284,0:00:59,554,94.22,46.34,59,0.98
"Department of Children, Youth and Their Families : Out of School Time",1498,1201,0:01:39,845,79.32,56.88,99,1.65
Mayor's Office of Housing and Community Development : BMR LEP Resale Units: 301 Bryant Street,1493,1267,0:01:29,298,87.92,34.03,89,1.48
San Francisco Police Department : Forensic Services,1493,977,0:00:52,889,48.59,42.73,52,0.87
Mayor's Office of Housing and Community Development : Information for Inclusionary Housing Program BMR Owners,1491,1148,0:01:01,533,37.9,29.04,61,1.02
San Francisco Fire Department : Contact,1490,1312,0:02:16,268,75,51.34,136,2.27
"Data, Results, Maps, and Archives | Department of Elections",1488,795,0:01:03,31,13.89,15.39,63,1.05
"Department of Children, Youth and Their Families : Youth Leadership, Empowerment & Development",1488,1280,0:02:06,876,85.88,64.92,126,2.1
San Francisco : Policies,1488,1284,0:01:44,985,83.25,71.91,104,1.73
"Department of Children, Youth and Their Families : Looking for a Summer Program for Your Child? You've Come to the Right Place!",1487,1266,0:03:10,1041,82.09,75.66,190,3.17
San Francisco Public Works : Mechanical Street Sweeping Changes,1487,824,0:00:25,201,35.32,24.48,25,0.42
Soft Story FAQ | Department of Building Inspection,1484,1173,0:02:15,225,55.51,34.91,135,2.25
San Francisco Public Works : Display Merchandise/Produce Permit,1482,713,0:00:43,483,17.39,35.02,43,0.72
City and County of San Francisco : Serving as a Poll Worker,1479,1258,0:01:15,1034,37.14,34.35,75,1.25
Library Citizens Advisory Committee,1477,1153,0:00:31,524,49.14,26.4,31,0.52
San Francisco 311 : Streetlight Request,1477,1285,0:03:29,762,80.31,70.75,209,3.48
San Francisco Port Department : Fine Dining,1475,516,0:00:37,140,6.43,20.75,37,0.62
San Francisco Port Department : Maritime Statistics & Reports,1472,523,0:00:11,433,1.39,11.75,11,0.18
San Francisco Public Works : Edgar Lopez,1469,672,0:00:33,395,16.46,24.37,33,0.55
Topic No. 204: Evictions Based on Owner or Relative Move-In | Rent Board,1468,1260,0:03:38,830,75.15,55.31,218,3.63
Controller : Forms,1467,1409,0:02:01,1128,98.49,86.84,121,2.02
San Francisco Ethics Commission: Research,1467,1117,0:00:17,50,8,2.52,17,0.28
Rule 111A Position-Based Testing | Civil Service Commission,1466,1300,0:03:32,557,76.66,61.39,212,3.53
City and County of San Francisco : Resources and Workshops,1463,1162,0:03:16,1082,73.94,70.06,196,3.27
San Francisco Public Works : Justice Facilities Improvement Program,1461,628,0:00:42,466,13.73,27.79,42,0.7
SFERS : Minutes & Agendas,1459,933,0:00:08,488,92.83,32.42,8,0.13
Board of Supervisors : Provisions of the Sunshine Ordinance - Section 67,1457,1292,0:04:13,900,86.44,79.62,253,4.22
Doing Business In San Francisco | Treasurer & Tax Collector,1457,949,0:01:01,58,24.14,14,61,1.02
Mayor's Office of Housing : New BMR Rental Units: 100 Van Ness Avenue,1456,1160,0:03:57,1053,72.36,66.48,237,3.95
Treasure Island Parking Lot/Open Space Rental Rates | Treasure Island Development Authority,1456,1229,0:01:18,382,60.21,31.94,78,1.3
Energy / Mechanical Plan Review | Department of Building Inspection,1454,1158,0:00:44,63,60.32,15.34,44,0.73
San Francisco Police Department : Permit Application Forms,1453,1207,0:01:27,438,78.77,43.63,87,1.45
"Fact Sheet 3 - Security Deposits, Interest on Security Deposits, and The Rent Board Fee | Rent Board",1452,1263,0:03:47,787,79.52,63.71,227,3.78
San Francisco Rent Board : Topic No. 206: Temporary Eviction for Capital Improvements,1451,1295,0:03:22,445,70.11,41.42,202,3.37
San Francisco Port Department : Maritime Commerce Advisory Committee,1450,549,0:00:28,260,5,14.41,28,0.47
Board of Supervisors : City & School District Select Committee,1449,1019,0:01:20,291,56.01,32.51,80,1.33
San Francisco Port Department : Piers 30-32 CAC,1445,633,0:00:29,493,18.05,32.18,29,0.48
San Francisco Public Works : Urban Forest Plan,1442,717,0:00:49,255,12.94,27.46,49,0.82
San Francisco Department of Human Resources : Location and Directions,1440,1317,0:00:39,86,82.56,16.74,39,0.65
San Francisco Fire Department : Fire Commissioners,1440,1145,0:00:36,321,66.98,28.4,36,0.6
San Francisco District Attorney : Neighborhood Courts,1436,1213,0:02:57,997,73.22,65.46,177,2.95
City and County of San Francisco : Step 6. Finance Your Business,1434,1178,0:04:07,1024,80.37,71.06,247,4.12
Office of the Mayor : Get Covered San Francisco!,1434,1237,0:00:46,960,58.02,47.49,46,0.77
Emergency and Safety | Welcome,1431,1112,0:01:32,152,37.66,35.64,92,1.53
Mayor's Office of Housing and Community Development : Lender Workshops/Training,1431,1344,0:00:52,291,85.22,27.18,52,0.87
Violence Against Women | Department on the Status of Women,1431,1040,0:01:09,127,46.46,20.48,69,1.15
City and County of San Francisco : Fourth Floor - 8 of 9,1429,1123,0:00:08,11,63.64,3.08,8,0.13
City and County of San Francisco : Requirements on Ending a Domestic Partnership,1427,1147,0:01:42,519,58.38,38.89,102,1.7
Our Services | Rent Board,1427,1098,0:01:47,172,62.57,37.7,107,1.78
Fact Sheet 1 - General Information | Rent Board,1425,1272,0:03:26,804,67.71,57.96,206,3.43
About Us | Juvenile Probation Department,1424,987,0:00:27,45,46.67,12.15,27,0.45
Addition of Dwelling Units per Ordinance 30-15 | Department of Building Inspection,1424,1004,0:03:07,459,58.23,39.54,187,3.12
San Francisco Police Department : Citizen Online Police Report (COPR),1424,1268,0:02:28,1008,66.87,62.01,148,2.47
Mayor's Office of Housing : About Us,1420,1062,0:00:53,282,81.21,26.34,53,0.88
Payments | Department of Child Support Services,1420,973,0:00:28,75,58.67,15.14,28,0.47
"Mayor's Office of Housing and Community Development : BMR Re-Rental Unit: 77 Bluxome Street, Unit 216",1418,1204,0:02:11,491,76.58,42.67,131,2.18
City and County of San Francisco : Directions,1417,1080,0:00:48,34,85.29,46.93,48,0.8
For Tenants | Department of Building Inspection,1417,935,0:01:47,105,55.24,27.38,107,1.78
Policy & Social Justice Division Overview | Human Rights Commission,1417,1136,0:01:47,464,68.97,41.28,107,1.78
City and County of San Francisco : Private Schools,1413,1098,0:03:33,709,78.7,63.55,213,3.55
Mayor's Office of Housing and Community Development : Lead Remediated Re-rental Units,1413,1272,0:01:13,235,84.68,26.89,73,1.22
Office of the Mayor : News Releases : Mayor Lee Outlines Shared Prosperity Agenda in 2015 State of the City Address,1413,1277,0:03:22,939,84.35,75.09,202,3.37
Board of Supervisors : District Information & Resources,1411,963,0:01:38,173,69.36,33.03,98,1.63
"San Francisco Department of Human Resources : Leadership Development for Managers, Supervisors, and Team Leaders",1409,1107,0:01:01,91,53.85,20.09,61,1.02
City and County of San Francisco : Directory of 12B-compliant Firms,1407,1156,0:02:04,147,62.59,32.2,124,2.07
Mayor's Office of Housing and Community Development : Contact Us,1403,1239,0:02:00,447,83.45,51.6,120,2
Division of Fire Prevention and Investigation | Fire Department,1402,956,0:01:05,350,25.28,21.18,65,1.08
Media browser | Board of Appeals,1402,610,0:00:23,23,0,0.14,23,0.38
San Francisco Police Department : Information: Patrol Specials,1402,1331,0:02:27,1064,85.24,73.54,147,2.45
San Francisco Rent Board : Topic No. 209: Evictions Based on Breach of No Subletting Clause and/or Breach of Occupancy Limits,1402,1260,0:01:56,357,59.94,30.24,116,1.93
Single Member Entities Disregarded for Income Tax Purposes | Treasurer & Tax Collector,1402,1059,0:03:04,399,62.5,37.45,184,3.07
Environment | Welcome,1401,1110,0:01:24,98,48.51,33.98,84,1.4
Meeting Index | Treasure Island Development Authority,1399,995,0:00:16,38,47.37,11.08,16,0.27
San Francisco Ethics Commission: Complaints,1398,1137,0:02:01,585,72.82,53.79,121,2.02
City and County of San Francisco : ADA Resources for Your Small Business,1397,1098,0:02:56,813,65.48,59.99,176,2.93
Office of the Mayor : News Releases : Mayor Lee Announces Selected Startups for Entrepreneurship-In-Residence Program,1396,1211,0:02:43,1188,80.22,78.22,163,2.72
Publications & Documents | Juvenile Probation Department,1396,843,0:01:54,117,48.72,34.24,114,1.9
San Francisco Port Department : McCovey Cove Safe Boating Regulations · No Motoring Zone,1396,681,0:00:45,469,38.17,38.32,45,0.75
San Francisco District Attorney : Register Your Camera,1394,1126,0:01:29,633,88.47,54.73,89,1.48
City and County of San Francisco : Voting Rights for People Convicted of a Felony,1393,1308,0:03:35,1279,93.35,91.1,215,3.58
City and County of San Francisco : Rotunda & Grand Staircase - 10 of 15,1392,1195,0:00:07,9,66.67,4.24,7,0.12
San Francisco Port Department : Environmental Programs,1390,506,0:00:24,95,1.05,10.58,24,0.4
Office of Economic and Workforce Development : Grant and Loan Programs,1389,1154,0:01:32,493,80.53,50.83,92,1.53
San Francisco Department of Emergency Management : Programs,1388,1084,0:00:50,231,75.32,26.95,50,0.83
Full Board | Local Homeless Coordinating Board,1386,877,0:00:30,40,35,14.29,30,0.5
San Francisco Police Department : Department News and Updates : SFPD District Station Boundary Analysis Proposal,1384,1185,0:01:30,540,83.15,47.98,90,1.5
Single Room Occupancy (SRO) Task Force | Department of Building Inspection,1384,1054,0:01:47,816,64.38,50.43,107,1.78
Mayor's Office of Housing : BMR Dowpayment Assistance Loan Program (BMR DALP),1380,1052,0:00:50,381,74.8,27.03,50,0.83
San Francisco Public Works : Castro Street Streetscape Improvement Project,1378,713,0:00:51,623,25.04,43.32,51,0.85
Fees | Office of the County Clerk,1377,981,0:00:20,23,13.64,6.68,20,0.33
Join Us | Department on the Status of Women,1376,1049,0:00:48,58,51.72,26.31,48,0.8
San Francisco Department of Emergency Management : Public Alerts,1376,1116,0:01:28,985,77.87,68.9,88,1.47
"Department of Children, Youth and Their Families : Violence Prevention & Intervention",1375,1066,0:01:49,766,71.06,54.25,109,1.82
